服务器输出文件名	config_equip_base.xml	根名称	ability																																								
客户端输出文件名	config_equip_base.xml	项名称	equip_base																																								
装备类型id	名称	描述	主类型	要求等级	出售货币类型	出售货币数量	排序权重(大的排前面)	有效时间	标记	分组大小	职业要求	部位	资质	品质	阶	主属性类型	数值	武力	身手	内力	生命上限	生命回复	怒气上限	怒气回复	武攻	武防	内力	内防	暴击率:百份比	暴击伤害:百份比	格挡率:百份比	格挡值:百份比	闪避:百份比	命中:百份比	伤害减免:百份比	CD减免:百份比	近战减免:百份比	远程减免:百份比	击中生命回复	击杀怒气回复	装备图标名称	模型形象	模型发型
105131004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	7	0	3	1	1	5	1	3	10	101	1741.5	14.04	4.32	16.2	1741.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105131104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	7	0	3	1	1	5	1	3	11	101	1935	15.6	4.8	18	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105230104	青云裤	看似很酷的一条裤子	1	10	12	10	7	0	3	1	1	5	2	3	1	101	135.45	0.78	0.78	0.9	135.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105230204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	7	0	3	1	1	5	2	3	2	101	270.9	1.56	1.56	1.8	270.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105230304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	7	0	3	1	1	5	2	3	3	101	541.8	3.12	3.12	3.6	541.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105230404	照天裤	天地相应，锁住武者的真气	1	60	12	10	7	0	3	1	1	5	2	3	4	101	812.7	4.68	4.68	5.4	812.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105230504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	7	0	3	1	1	5	2	3	5	101	1083.6	6.24	6.24	7.2	1083.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105230604	神武裤	武学造化，得之可武功大成	1	100	12	10	7	0	3	1	1	5	2	3	6	101	1354.5	7.8	7.8	9	1354.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105230704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	7	0	3	1	1	5	2	3	7	101	1625.4	9.36	9.36	10.8	1625.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105230804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	7	0	3	1	1	5	2	3	8	101	1896.3	10.92	10.92	12.6	1896.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105230904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	7	0	3	1	1	5	2	3	9	101	2167.2	12.48	12.48	14.4	2167.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105231004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	7	0	3	1	1	5	2	3	10	101	2438.1	14.04	14.04	16.2	2438.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105231104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	7	0	3	1	1	5	2	3	11	101	2709	15.6	15.6	18	2709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105330104	青云裤	看似很酷的一条裤子	1	10	12	10	7	0	3	1	1	5	3	3	1	101	193.5	0.78	0.96	0.9	193.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105330204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	7	0	3	1	1	5	3	3	2	101	387	1.56	1.92	1.8	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105330304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	7	0	3	1	1	5	3	3	3	101	774	3.12	3.84	3.6	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105330404	照天裤	天地相应，锁住武者的真气	1	60	12	10	7	0	3	1	1	5	3	3	4	101	1161	4.68	5.76	5.4	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105330504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	7	0	3	1	1	5	3	3	5	101	1548	6.24	7.68	7.2	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105330604	神武裤	武学造化，得之可武功大成	1	100	12	10	7	0	3	1	1	5	3	3	6	101	1935	7.8	9.6	9	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105330704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	7	0	3	1	1	5	3	3	7	101	2322	9.36	11.52	10.8	2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105330804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	7	0	3	1	1	5	3	3	8	101	2709	10.92	13.44	12.6	2709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105330904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	7	0	3	1	1	5	3	3	9	101	3096	12.48	15.36	14.4	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105331004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	7	0	3	1	1	5	3	3	10	101	3483	14.04	17.28	16.2	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105331104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	7	0	3	1	1	5	3	3	11	101	3870	15.6	19.2	18	3870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105140104	青云裤	看似很酷的一条裤子	1	10	12	10	6	0	3	1	1	5	1	4	1	101	107.5	0.78	0.24	0.36	107.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105140204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	6	0	3	1	1	5	1	4	2	101	215	1.56	0.48	0.72	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105140304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	6	0	3	1	1	5	1	4	3	101	430	3.12	0.96	1.44	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105140404	照天裤	天地相应，锁住武者的真气	1	60	12	10	6	0	3	1	1	5	1	4	4	101	645	4.68	1.44	2.16	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105140504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	6	0	3	1	1	5	1	4	5	101	860	6.24	1.92	2.88	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105140604	神武裤	武学造化，得之可武功大成	1	100	12	10	6	0	3	1	1	5	1	4	6	101	1075	7.8	2.4	3.6	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105140704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	6	0	3	1	1	5	1	4	7	101	1290	9.36	2.88	4.32	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105140804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	6	0	3	1	1	5	1	4	8	101	1505	10.92	3.36	5.04	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105140904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	6	0	3	1	1	5	1	4	9	101	1720	12.48	3.84	5.76	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105141004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	6	0	3	1	1	5	1	4	10	101	1935	14.04	4.32	6.48	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105141104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	6	0	3	1	1	5	1	4	11	101	2150	15.6	4.8	7.2	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105240104	青云裤	看似很酷的一条裤子	1	10	12	10	6	0	3	1	1	5	2	4	1	101	150.5	0.78	0.78	0.36	150.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105240204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	6	0	3	1	1	5	2	4	2	101	301	1.56	1.56	0.72	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105240304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	6	0	3	1	1	5	2	4	3	101	602	3.12	3.12	1.44	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105240404	照天裤	天地相应，锁住武者的真气	1	60	12	10	6	0	3	1	1	5	2	4	4	101	903	4.68	4.68	2.16	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105240504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	6	0	3	1	1	5	2	4	5	101	1204	6.24	6.24	2.88	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105240604	神武裤	武学造化，得之可武功大成	1	100	12	10	6	0	3	1	1	5	2	4	6	101	1505	7.8	7.8	3.6	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105240704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	6	0	3	1	1	5	2	4	7	101	1806	9.36	9.36	4.32	1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105240804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	6	0	3	1	1	5	2	4	8	101	2107	10.92	10.92	5.04	2107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105240904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	6	0	3	1	1	5	2	4	9	101	2408	12.48	12.48	5.76	2408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105241004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	6	0	3	1	1	5	2	4	10	101	2709	14.04	14.04	6.48	2709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105241104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	6	0	3	1	1	5	2	4	11	101	3010	15.6	15.6	7.2	3010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105340104	青云裤	看似很酷的一条裤子	1	10	12	10	6	0	3	1	1	5	3	4	1	101	215	0.78	0.96	0.36	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105340204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	6	0	3	1	1	5	3	4	2	101	430	1.56	1.92	0.72	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105340304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	6	0	3	1	1	5	3	4	3	101	860	3.12	3.84	1.44	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105340404	照天裤	天地相应，锁住武者的真气	1	60	12	10	6	0	3	1	1	5	3	4	4	101	1290	4.68	5.76	2.16	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105340504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	6	0	3	1	1	5	3	4	5	101	1720	6.24	7.68	2.88	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105340604	神武裤	武学造化，得之可武功大成	1	100	12	10	6	0	3	1	1	5	3	4	6	101	2150	7.8	9.6	3.6	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105340704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	6	0	3	1	1	5	3	4	7	101	2580	9.36	11.52	4.32	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105340804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	6	0	3	1	1	5	3	4	8	101	3010	10.92	13.44	5.04	3010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105340904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	6	0	3	1	1	5	3	4	9	101	3440	12.48	15.36	5.76	3440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105341004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	6	0	3	1	1	5	3	4	10	101	3870	14.04	17.28	6.48	3870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105341104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	6	0	3	1	1	5	3	4	11	101	4300	15.6	19.2	7.2	4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105150104	青云裤	看似很酷的一条裤子	1	10	12	10	5	0	3	1	1	5	1	5	1	101	118.25	0.78	0.24	0.9	118.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105150204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	5	0	3	1	1	5	1	5	2	101	236.5	1.56	0.48	1.8	236.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105150304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	5	0	3	1	1	5	1	5	3	101	473	3.12	0.96	3.6	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105150404	照天裤	天地相应，锁住武者的真气	1	60	12	10	5	0	3	1	1	5	1	5	4	101	709.5	4.68	1.44	5.4	709.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105150504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	5	0	3	1	1	5	1	5	5	101	946	6.24	1.92	7.2	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105150604	神武裤	武学造化，得之可武功大成	1	100	12	10	5	0	3	1	1	5	1	5	6	101	1182.5	7.8	2.4	9	1182.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105150704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	5	0	3	1	1	5	1	5	7	101	1419	9.36	2.88	10.8	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105150804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	5	0	3	1	1	5	1	5	8	101	1655.5	10.92	3.36	12.6	1655.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105150904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	5	0	3	1	1	5	1	5	9	101	1892	12.48	3.84	14.4	1892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105151004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	5	0	3	1	1	5	1	5	10	101	2128.5	14.04	4.32	16.2	2128.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105151104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	5	0	3	1	1	5	1	5	11	101	2365	15.6	4.8	18	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105250104	青云裤	看似很酷的一条裤子	1	10	12	10	5	0	3	1	1	5	2	5	1	101	165.55	0.78	0.78	0.9	165.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105250204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	5	0	3	1	1	5	2	5	2	101	331.1	1.56	1.56	1.8	331.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105250304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	5	0	3	1	1	5	2	5	3	101	662.2	3.12	3.12	3.6	662.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105250404	照天裤	天地相应，锁住武者的真气	1	60	12	10	5	0	3	1	1	5	2	5	4	101	993.3	4.68	4.68	5.4	993.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105250504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	5	0	3	1	1	5	2	5	5	101	1324.4	6.24	6.24	7.2	1324.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105250604	神武裤	武学造化，得之可武功大成	1	100	12	10	5	0	3	1	1	5	2	5	6	101	1655.5	7.8	7.8	9	1655.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105250704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	5	0	3	1	1	5	2	5	7	101	1986.6	9.36	9.36	10.8	1986.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105250804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	5	0	3	1	1	5	2	5	8	101	2317.7	10.92	10.92	12.6	2317.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105250904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	5	0	3	1	1	5	2	5	9	101	2648.8	12.48	12.48	14.4	2648.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105251004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	5	0	3	1	1	5	2	5	10	101	2979.9	14.04	14.04	16.2	2979.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105251104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	5	0	3	1	1	5	2	5	11	101	3311	15.6	15.6	18	3311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105350104	青云裤	看似很酷的一条裤子	1	10	12	10	5	0	3	1	1	5	3	5	1	101	236.5	0.78	0.96	0.9	236.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
105350204	天罡裤	有着某些种族的图腾，有自己的信仰	1	20	12	10	5	0	3	1	1	5	3	5	2	101	473	1.56	1.92	1.8	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
105350304	归元裤	寸心言不尽，前路日将斜	1	40	12	10	5	0	3	1	1	5	3	5	3	101	946	3.12	3.84	3.6	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
105350404	照天裤	天地相应，锁住武者的真气	1	60	12	10	5	0	3	1	1	5	3	5	4	101	1419	4.68	5.76	5.4	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
105350504	金蛟裤	受伤蛟龙所制，坚硬无比	1	80	12	10	5	0	3	1	1	5	3	5	5	101	1892	6.24	7.68	7.2	1892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
105350604	神武裤	武学造化，得之可武功大成	1	100	12	10	5	0	3	1	1	5	3	5	6	101	2365	7.8	9.6	9	2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
105350704	混元裤	虽复尘埋无所用，犹能夜夜气冲天	1	120	12	10	5	0	3	1	1	5	3	5	7	101	2838	9.36	11.52	10.8	2838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
105350804	催心裤	且与少年饮美酒，往来射猎西山头	1	140	12	10	5	0	3	1	1	5	3	5	8	101	3311	10.92	13.44	12.6	3311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
105350904	透骨裤	抽取万人灵魂、白骨所合成，阴气十足	1	160	12	10	5	0	3	1	1	5	3	5	9	101	3784	12.48	15.36	14.4	3784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
105351004	黄沙裤	沙漠中的佼佼者，能够控制沙漠中的一切	1	180	12	10	5	0	3	1	1	5	3	5	10	101	4257	14.04	17.28	16.2	4257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
105351104	龙天裤	龙泉颜色如霜雪，神龙附体所形成，得之可毁天灭地	1	200	12	10	5	0	3	1	1	5	3	5	11	101	4730	15.6	19.2	18	4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
106110104	逐月鞋	"行云逐月原有情,但遇无知薄情郎"	1	10	12	10	9	0	3	1	1	6	1	1	1	107	4.6375	0	0	0	0	0	0	0	4.6375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0
106110204	雷鸣鞋	在幽魂谷中被雷劈中，谷中灵气被注入其中	1	20	12	10	9	0	3	1	1	6	1	1	2	107	9.275	0	0	0	0	0	0	0	9.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0
106110304	惊风靴	靴身轻莹，穿起行动速度超级快	1	40	12	10	9	0	3	1	1	6	1	1	3	107	18.55	0	0	0	0	0	0	0	18.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
106110404	步云履	传说穿起后，能飞天遁地。	1	60	12	10	9	0	3	1	1	6	1	1	4	107	27.825	0	0	0	0	0	0	0	27.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
106110504	勇武军靴	神武将军韩湛的遗物。	1	80	12	10	9	0	3	1	1	6	1	1	5	107	37.1	0	0	0	0	0	0	0	37.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
106110604	赤珠履	全名为纳魂赤珠，蕴含着一股力量	1	100	12	10	9	0	3	1	1	6	1	1	6	107	46.375	0	0	0	0	0	0	0	46.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
106110704	苍天屐	苍龙之麟所制，天下独有	1	120	12	10	9	0	3	1	1	6	1	1	7	107	55.65	0	0	0	0	0	0	0	55.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
106110804	侠客履	江湖侠客一生的追求	1	140	12	10	9	0	3	1	1	6	1	1	8	107	64.925	0	0	0	0	0	0	0	64.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
106110904	逍遥履	江湖隐士一生追求，自由自在，不受拘束	1	160	12	10	9	0	3	1	1	6	1	1	9	107	74.2	0	0	0	0	0	0	0	74.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0
106111004	天洪鞋	雷公注入毕生精力，威力无比	1	180	12	10	9	0	3	1	1	6	1	1	10	107	83.475	0	0	0	0	0	0	0	83.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
106111104	龙头履	神龙龙头所制，威力堪比天高	1	200	12	10	9	0	3	1	1	6	1	1	11	107	92.75	0	0	0	0	0	0	0	92.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0
106210104	逐月鞋	"行云逐月原有情,但遇无知薄情郎"	1	10	12	10	9	0	3	1	1	6	2	1	1	107	6.4925	0	0	0	0	0	0	0	6.4925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0
106210204	雷鸣鞋	在幽魂谷中被雷劈中，谷中灵气被注入其中	1	20	12	10	9	0	3	1	1	6	2	1	2	107	12.985	0	0	0	0	0	0	0	12.985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
106210304	惊风靴	靴身轻莹，穿起行动速度超级快	1	40	12	10	9	0	3	1	1	6	2	1	3	107	25.97	0	0	0	0	0	0	0	25.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
106210404	步云履	传说穿起后，能飞天遁地。	1	60	12	10	9	0	3	1	1	6	2	1	4	107	38.955	0	0	0	0	0	0	0	38.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
106210504	勇武军靴	神武将军韩湛的遗物。	1	80	12	10	9	0	3	1	1	6	2	1	5	107	51.94	0	0	0	0	0	0	0	51.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
106210604	赤珠履	全名为纳魂赤珠，蕴含着一股力量	1	100	12	10	9	0	3	1	1	6	2	1	6	107	64.925	0	0	0	0	0	0	0	64.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
106210704	苍天屐	苍龙之麟所制，天下独有	1	120	12	10	9	0	3	1	1	6	2	1	7	107	77.91	0	0	0	0	0	0	0	77.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
106210804	侠客履	江湖侠客一生的追求	1	140	12	10	9	0	3	1	1	6	2	1	8	107	90.895	0	0	0	0	0	0	0	90.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0
106210904	逍遥履	江湖隐士一生追求，自由自在，不受拘束	1	160	12	10	9	0	3	1	1	6	2	1	9	107	103.88	0	0	0	0	0	0	0	103.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
106211004	天洪鞋	雷公注入毕生精力，威力无比	1	180	12	10	9	0	3	1	1	6	2	1	10	107	116.865	0	0	0	0	0	0	0	116.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0
106211104	龙头履	神龙龙头所制，威力堪比天高	1	200	12	10	9	0	3	1	1	6	2	1	11	107	129.85	0	0	0	0	0	0	0	129.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0
106310104	逐月鞋	"行云逐月原有情,但遇无知薄情郎"	1	10	12	10	9	0	3	1	1	6	3	1	1	107	9.275	0	0	0	0	0	0	0	9.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
106310204	雷鸣鞋	在幽魂谷中被雷劈中，谷中灵气被注入其中	1	20	12	10	9	0	3	1	1	6	3	1	2	107	18.55	0	0	0	0	0	0	0	18.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
106310304	惊风靴	靴身轻莹，穿起行动速度超级快	1	40	12	10	9	0	3	1	1	6	3	1	3	107	37.1	0	0	0	0	0	0	0	37.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
